"","eventDate","samplingEffort","samplingProtocol"
"2046",2022-09-26,"82 Trap Nights","Camera Trapping"
"2047",2021-09-02,"172 Trap Nights","Camera Trapping"
"2048",2016-05-05,NA,"Captured-cage trap"
"2049",2022-09-18,"78 Trap Nights","Camera Trapping"
"2050",2016-05-04,NA,"Captured-cage trap"
"2051",NA,NA,"ROAD KILL"
"2052",2022-10-23,"82 Trap Nights","Camera Trapping"
"2053",2022-11-03,"82 Trap Nights","Camera Trapping"
"2054",2021-03-24,NA,"Captured-cage trap"
"2055",2022-11-23,"55 Trap Nights","Camera Trapping"
"2056",2022-10-06,"82 Trap Nights","Camera Trapping"
"2057",2022-12-13,"8 Trap Nights","Cage Trapping"
"2058",2013-07-24,NA,"Captured-cage trap"
"2059",2022-11-05,"82 Trap Nights","Camera Trapping"
"2060",2022-12-12,"55 Trap Nights","Camera Trapping"
"2061",2016-05-06,NA,"Captured-cage trap"
"2062",2022-09-20,"82 Trap Nights","Camera Trapping"
"2063",2022-12-08,"55 Trap Nights","Camera Trapping"
"2064",2022-12-02,"55 Trap Nights","Camera Trapping"
"2065",2022-11-09,"55 Trap Nights","Camera Trapping"
"2066",2022-11-04,"83 Trap Nights","Camera Trapping"
"2067",2021-09-02,NA,"Captured-cage trap"
"2068",2016-05-04,NA,"Captured-cage trap"
"2069",2022-10-10,"82 Trap Nights","Camera Trapping"
"2070",2022-11-04,"82 Trap Nights","Camera Trapping"
"2071",2022-10-20,"82 Trap Nights","Camera Trapping"
"2072",2022-12-13,"8 Trap Nights","Cage Trapping"
"2073",2022-09-14,"82 Trap Nights","Camera Trapping"
"2074",2022-10-14,"78 Trap Nights","Camera Trapping"
"2075",2021-10-12,NA,"Captured-cage trap"
"2076",2022-10-04,"82 Trap Nights","Camera Trapping"
"2077",2021-12-21,"172 Trap Nights","Camera Trapping"
"2078",NA,NA,NA
"2079",2022-12-05,"55 Trap Nights","Camera Trapping"
"2080",2013-07-24,NA,"Captured-cage trap"
"2081",NA,NA,NA
"2082",2013-07-23,NA,"Captured-cage trap"
"2083",2022-12-13,"55 Trap Nights","Camera Trapping"
"2084",2022-10-12,"78 Trap Nights","Camera Trapping"
"2085",NA,NA,NA
"2086",2021-12-21,"172 Trap Nights","Camera Trapping"
"2087",2022-12-08,"55 Trap Nights","Camera Trapping"
"2088",2022-12-15,"8 Trap Nights","Cage Trapping"
"2089",2013-07-23,NA,"Captured-cage trap"
"2090",2022-10-09,"78 Trap Nights","Camera Trapping"
"2091",2022-09-09,"82 Trap Nights","Camera Trapping"
"2092",2021-10-20,"172 Trap Nights","Camera Trapping"
"2093",2022-11-17,"55 Trap Nights","Camera Trapping"
"2094",2022-11-17,"55 Trap Nights","Camera Trapping"
"2095",2022-09-27,"82 Trap Nights","Camera Trapping"
"2096",2016-05-05,NA,"Captured-cage trap"
"2097",2021-10-25,"172 Trap Nights","Camera Trapping"
"2098",2022-11-03,"82 Trap Nights","Camera Trapping"
"2099",2022-12-05,"55 Trap Nights","Camera Trapping"
"2100",2022-12-19,"55 Trap Nights","Camera Trapping"
"2101",2022-10-22,"82 Trap Nights","Camera Trapping"
"2102",2022-10-27,"82 Trap Nights","Camera Trapping"
"2103",2022-09-22,"78 Trap Nights","Camera Trapping"
"2104",2021-11-22,"172 Trap Nights","Camera Trapping"
"2105",2022-10-09,"82 Trap Nights","Camera Trapping"
"2106",2022-10-25,"82 Trap Nights","Camera Trapping"
"2107",2016-05-05,NA,"Captured-cage trap"
"2108",2022-11-26,"55 Trap Nights","Camera Trapping"
"2109",2022-09-07,"78 Trap Nights","Camera Trapping"
"2110",NA,NA,NA
"2111",2016-05-06,NA,"Captured-cage trap"
"2112",2022-11-22,"55 Trap Nights","Camera Trapping"
"2113",2022-12-06,"55 Trap Nights","Camera Trapping"
"2114",2013-07-23,NA,"Captured-cage trap"
"2115",2022-12-13,"55 Trap Nights","Camera Trapping"
"2116",2013-07-23,NA,"Captured-cage trap"
"2117",2022-11-04,"82 Trap Nights","Camera Trapping"
"2118",2022-09-11,"82 Trap Nights","Camera Trapping"
"2119",2022-10-30,"82 Trap Nights","Camera Trapping"
"2120",2022-09-25,"82 Trap Nights","Camera Trapping"
"2121",2013-07-23,NA,"Captured-cage trap"
"2122",2022-12-22,"55 Trap Nights","Camera Trapping"
"2123",2022-09-24,"82 Trap Nights","Camera Trapping"
"2124",2022-09-14,"82 Trap Nights","Camera Trapping"
"2125",2022-11-26,"55 Trap Nights","Camera Trapping"
"2126",2022-10-11,"82 Trap Nights","Camera Trapping"
"2127",2022-12-20,"55 Trap Nights","Camera Trapping"
"2128",2022-09-09,"82 Trap Nights","Camera Trapping"
"2129",2022-09-11,"82 Trap Nights","Camera Trapping"
"2130",2022-12-09,"55 Trap Nights","Camera Trapping"
"2131",2022-11-23,"55 Trap Nights","Camera Trapping"
"2132",2022-10-16,"82 Trap Nights","Camera Trapping"
"2133",2022-11-18,"55 Trap Nights","Camera Trapping"
"2134",2022-11-05,"82 Trap Nights","Camera Trapping"
"2135",2022-11-09,"55 Trap Nights","Camera Trapping"
"2136",2016-05-06,NA,"Captured-cage trap"
"2137",2022-09-19,"82 Trap Nights","Camera Trapping"
"2138",2016-05-06,NA,"Captured-cage trap"
"2139",2016-05-04,NA,"Captured-cage trap"
"2140",2022-12-12,"55 Trap Nights","Camera Trapping"
"2141",2022-10-21,"82 Trap Nights","Camera Trapping"
"2142",2022-12-07,"55 Trap Nights","Camera Trapping"
"2143",2022-10-27,"82 Trap Nights","Camera Trapping"
"2144",2021-11-20,"172 Trap Nights","Camera Trapping"
"2145",2022-12-12,"55 Trap Nights","Camera Trapping"
"2146",2016-05-05,NA,"Captured-cage trap"
"2147",2022-10-05,"82 Trap Nights","Camera Trapping"
"2148",2022-12-17,"55 Trap Nights","Camera Trapping"
"2149",2022-12-21,"55 Trap Nights","Camera Trapping"
"2150",2022-10-17,"82 Trap Nights","Camera Trapping"
"2151",2022-11-01,"82 Trap Nights","Camera Trapping"
"2152",2021-12-31,"172 Trap Nights","Camera Trapping"
"2153",2001-03-21,NA,"Captured-cage trap"
"2154",2022-11-15,"55 Trap Nights","Camera Trapping"
"2155",NA,NA,NA
"2156",2022-11-15,"55 Trap Nights","Camera Trapping"
"2157",2022-10-01,"82 Trap Nights","Camera Trapping"
"2158",2022-10-16,"82 Trap Nights","Camera Trapping"
"2159",2021-10-20,"172 Trap Nights","Camera Trapping"
"2160",2022-10-10,"82 Trap Nights","Camera Trapping"
"2161",2022-12-27,"55 Trap Nights","Camera Trapping"
"2162",2022-12-24,"55 Trap Nights","Camera Trapping"
"2163",2022-12-09,"55 Trap Nights","Camera Trapping"
"2164",2013-07-24,NA,"Captured-cage trap"
"2165",2021-10-09,"172 Trap Nights","Camera Trapping"
"2166",NA,NA,NA
"2167",2022-09-23,"82 Trap Nights","Camera Trapping"
"2168",2021-10-09,"172 Trap Nights","Camera Trapping"
"2169",2022-09-16,"82 Trap Nights","Camera Trapping"
"2170",2022-12-17,"59 Trap Nights","Camera Trapping"
"2171",2022-12-24,"55 Trap Nights","Camera Trapping"
"2172",2022-11-11,"59 Trap Nights","Camera Trapping"
"2173",2016-05-06,NA,"Captured-cage trap"
"2174",2022-10-30,"82 Trap Nights","Camera Trapping"
"2175",2013-07-24,NA,"Captured-cage trap"
"2176",2022-09-21,"82 Trap Nights","Camera Trapping"
"2177",2022-10-11,"83 Trap Nights","Camera Trapping"
"2178",2022-12-05,"55 Trap Nights","Camera Trapping"
"2179",2022-09-08,"78 Trap Nights","Camera Trapping"
"2180",2022-09-07,"78 Trap Nights","Camera Trapping"
"2181",2022-10-07,"82 Trap Nights","Camera Trapping"
"2182",2022-09-16,"82 Trap Nights","Camera Trapping"
"2183",2022-10-17,"82 Trap Nights","Camera Trapping"
"2184",2022-09-18,"82 Trap Nights","Camera Trapping"
"2185",2022-12-07,"55 Trap Nights","Camera Trapping"
"2186",2022-11-28,"55 Trap Nights","Camera Trapping"
"2187",2022-09-13,"82 Trap Nights","Camera Trapping"
"2188",2022-12-31,"55 Trap Nights","Camera Trapping"
"2189",2022-12-24,"55 Trap Nights","Camera Trapping"
"2190",2016-05-03,NA,"Captured-cage trap"
"2191",2016-05-03,NA,"Captured-cage trap"
"2192",2022-12-13,"8 Trap Nights","Cage Trapping"
"2193",2022-12-21,"55 Trap Nights","Camera Trapping"
"2194",2022-11-16,"55 Trap Nights","Camera Trapping"
"2195",2022-11-28,"55 Trap Nights","Camera Trapping"
"2196",2022-11-03,"82 Trap Nights","Camera Trapping"
"2197",2022-09-26,"82 Trap Nights","Camera Trapping"
"2198",2022-10-23,"82 Trap Nights","Camera Trapping"
"2199",2022-09-22,"82 Trap Nights","Camera Trapping"
"2200",2022-09-13,"82 Trap Nights","Camera Trapping"
"2201",2021-10-27,"172 Trap Nights","Camera Trapping"
"2202",2022-12-13,"8 Trap Nights","Cage Trapping"
"2203",2013-07-23,NA,"Captured-cage trap"
"2204",2013-07-24,NA,"Captured-cage trap"
"2205",2016-05-03,NA,"Captured-cage trap"
"2206",2022-12-22,"55 Trap Nights","Camera Trapping"
"2207",2016-05-05,NA,"Captured-cage trap"
"2208",2021-12-21,"172 Trap Nights","Camera Trapping"
"2209",2022-11-01,"82 Trap Nights","Camera Trapping"
"2210",2016-05-04,NA,"Captured-cage trap"
"2211",2022-11-16,"55 Trap Nights","Camera Trapping"
"2212",NA,NA,"BY HAND"
"2213",2022-09-22,"82 Trap Nights","Camera Trapping"
"2214",2013-07-24,NA,"Captured-cage trap"
"2215",2016-05-04,NA,"Captured-cage trap"
"2216",2021-09-19,"172 Trap Nights","Camera Trapping"
"2217",2022-09-30,"82 Trap Nights","Camera Trapping"
"2218",2022-09-27,"82 Trap Nights","Camera Trapping"
"2219",2016-05-06,NA,"Captured-cage trap"
"2220",2022-12-14,"10 Trap Nights","Cage Trapping"
"2221",2021-10-03,"172 Trap Nights","Camera Trapping"
"2222",2022-10-03,"82 Trap Nights","Camera Trapping"
"2223",2022-11-20,"55 Trap Nights","Camera Trapping"
"2224",2022-10-18,"82 Trap Nights","Camera Trapping"
"2225",2022-11-17,"59 Trap Nights","Camera Trapping"
"2226",2022-09-18,"82 Trap Nights","Camera Trapping"
"2227",2022-12-03,"55 Trap Nights","Camera Trapping"
"2228",2022-11-07,"59 Trap Nights","Camera Trapping"
"2229",2022-10-07,"78 Trap Nights","Camera Trapping"
"2230",2022-09-12,"82 Trap Nights","Camera Trapping"
"2231",2013-07-25,NA,"Captured-cage trap"
"2232",2022-11-28,"55 Trap Nights","Camera Trapping"
"2233",2022-10-12,"78 Trap Nights","Camera Trapping"
"2234",2022-11-20,"55 Trap Nights","Camera Trapping"
"2235",2022-09-26,"78 Trap Nights","Camera Trapping"
"2236",2021-11-20,"172 Trap Nights","Camera Trapping"
"2237",2022-12-25,"55 Trap Nights","Camera Trapping"
"2238",2022-09-26,"78 Trap Nights","Camera Trapping"
"2239",2013-07-24,NA,"Captured-cage trap"
"2240",2022-11-23,"55 Trap Nights","Camera Trapping"
"2241",2021-12-05,"172 Trap Nights","Camera Trapping"
"2242",2016-05-03,NA,"Captured-cage trap"
"2243",2022-10-17,"83 Trap Nights","Camera Trapping"
"2244",2022-12-21,"55 Trap Nights","Camera Trapping"
"2245",2022-11-19,"55 Trap Nights","Camera Trapping"
"2246",2022-09-26,"82 Trap Nights","Camera Trapping"
"2247",2022-12-09,"55 Trap Nights","Camera Trapping"
"2248",2022-11-19,"55 Trap Nights","Camera Trapping"
"2249",2021-09-19,"172 Trap Nights","Camera Trapping"
"2250",2022-11-01,"82 Trap Nights","Camera Trapping"
"2251",2016-05-03,NA,"Captured-cage trap"
"2252",NA,NA,"PICK UP"
"2253",2022-10-04,"82 Trap Nights","Camera Trapping"
"2254",2022-11-25,"55 Trap Nights","Camera Trapping"
"2255",2022-11-24,"55 Trap Nights","Camera Trapping"
"2256",2022-11-02,"78 Trap Nights","Camera Trapping"
"2257",2022-09-26,"82 Trap Nights","Camera Trapping"
"2258",2022-11-19,"55 Trap Nights","Camera Trapping"
"2259",2022-11-04,"82 Trap Nights","Camera Trapping"
"2260",2022-12-20,"55 Trap Nights","Camera Trapping"
"2261",2022-11-17,"55 Trap Nights","Camera Trapping"
"2262",2022-09-08,"83 Trap Nights","Camera Trapping"
"2263",2022-12-11,"55 Trap Nights","Camera Trapping"
"2264",2022-12-08,"54 Trap Nights","Camera Trapping"
"2265",2022-10-27,"82 Trap Nights","Camera Trapping"
"2266",2022-09-14,"82 Trap Nights","Camera Trapping"
"2267",2022-11-18,"55 Trap Nights","Camera Trapping"
"2268",2022-09-19,"82 Trap Nights","Camera Trapping"
"2269",2021-10-03,"172 Trap Nights","Camera Trapping"
"2270",2021-09-20,"172 Trap Nights","Camera Trapping"
"2271",2022-11-03,"82 Trap Nights","Camera Trapping"
"2272",2022-12-28,"55 Trap Nights","Camera Trapping"
"2273",NA,NA,"ROAD KILL"
"2274",2022-12-16,"8 Trap Nights","Cage Trapping"
"2275",2022-11-20,"55 Trap Nights","Camera Trapping"
"2276",2022-09-12,"82 Trap Nights","Camera Trapping"
